I,Q,A
5370,"¿Qué prohíbe el artículo 357 en relación con los recursos naturales?","El artículo 357 establece que ninguna persona ni empresa extranjera ni privada boliviana podrá inscribir la propiedad de los recursos naturales en mercados de valores ni utilizarlos como medios para operaciones financieras."
5371,"¿Qué establece el artículo 358 sobre los derechos de uso y aprovechamiento de los recursos naturales?","El artículo 358 establece que los derechos de uso y aprovechamiento de los recursos naturales estarán sujetos a control periódico del cumplimiento de las regulaciones técnicas, económicas y ambientales, y el incumplimiento puede llevar a la reversión de dichos derechos."
5372,"¿Qué establece el artículo 359 respecto a la propiedad de los hidrocarburos en Bolivia?","El artículo 359 establece que los hidrocarburos, en cualquier estado o forma, son de propiedad inalienable e imprescriptible del pueblo boliviano, y el Estado ejerce la propiedad de toda la producción y comercialización de hidrocarburos."
5373,"¿Qué sucede si un contrato vulnera el artículo 359 sobre hidrocarburos?","El artículo 359 establece que cualquier contrato que vulnere lo dispuesto sobre la propiedad de los hidrocarburos será nulo de pleno derecho, y quienes lo acuerden o ejecuten cometerán delito de traición a la patria."
5374,"¿Qué garantiza el artículo 360 sobre la política de hidrocarburos?","El artículo 360 establece que el Estado definirá la política de hidrocarburos, promoverá su desarrollo integral, sustentable y equitativo, y garantizará la soberanía energética."
5375,"¿Qué artículo regula las actividades financieras relacionadas con el manejo e inversión del ahorro?","Artículo 331."
5376,"¿Qué artículo establece la supervisión de las entidades financieras por una institución pública?","Artículo 332."
5377,"¿Qué artículo garantiza el derecho de confidencialidad de las operaciones financieras?","Artículo 333."
5378,"¿Cuál es el artículo que promueve el desarrollo del turismo comunitario en Bolivia?","Artículo 337."
5379,"¿Qué artículo reconoce el valor económico del trabajo del hogar?","Artículo 338."
5380,"¿Qué artículo menciona la posibilidad de decretar pagos no autorizados por la ley del presupuesto en situaciones de emergencia?","Artículo 339."
5381,"¿Qué artículo establece la división de las rentas del Estado en nacionales, departamentales, municipales e indígena originario campesinas?","Artículo 340."
5382,"¿Qué artículo prohíbe la fabricación y uso de armas químicas, biológicas y nucleares en Bolivia?","Artículo 344."
5383,"¿Cuál es el artículo que declara que el patrimonio natural es de interés público y estratégico para el desarrollo del país?","Artículo 346."
5384,"¿Qué artículo establece la responsabilidad por los daños ambientales históricos?","Artículo 347."
5385,"¿Qué artículo define los recursos naturales como de carácter estratégico y de interés público?","Artículo 348."
5386,"¿Qué artículo señala que los recursos naturales son de propiedad indivisible e imprescriptible del pueblo boliviano?","Artículo 349."
5387,"¿Qué artículo regula la consulta previa a la población afectada por la explotación de recursos naturales en su territorio?","Artículo 352."
5388,"¿Qué artículo establece que los beneficios de los recursos naturales deben distribuirse equitativamente en el pueblo boliviano?","Artículo 353."
5389,"¿Qué artículo establece que la industrialización de los recursos naturales será una prioridad del Estado?","Artículo 355."
5390,"¿Qué artículo prohíbe inscribir la propiedad de los recursos naturales bolivianos en mercados de valores?","Artículo 357."
5391,"¿Qué artículo regula la explotación de hidrocarburos y la propiedad de estos recursos en Bolivia?","Artículo 359."
5392,"¿Qué artículo establece que el Estado garantizará la soberanía energética a través de la política de hidrocarburos?","Artículo 360."
5393,"¿Qué artículo regula la supervisión de las cooperativas de servicios públicos por el Órgano Electoral Plurinacional?","Artículo 335."
5394,"¿Qué artículo menciona el apoyo del Estado a las organizaciones de economía comunitaria para que sean sujetos de crédito?","Artículo 336."
5395,"¿Qué artículo establece que las actividades de exploración y explotación de recursos naturales no renovables son de utilidad pública?","Artículo 356."
5396,"¿Cuál es el artículo que establece que cualquier título sobre reserva fiscal será nulo sin autorización expresa?","Artículo 350."
5397,"¿Qué artículo menciona la responsabilidad de quienes realizan actividades de impacto sobre el medio ambiente de evitar y reparar daños?","Artículo 347."
5398,"¿Qué artículo establece que los recursos naturales son de propiedad del pueblo boliviano y el Estado es responsable de su administración?","Artículo 349."
5399,"¿Qué artículo menciona que la gestión y administración de recursos naturales debe garantizar la participación social?","Artículo 351."
5400,"¿Qué artículo establece que las políticas de gestión ambiental se basarán en la planificación participativa y el control social?","Artículo 345."
5401,"¿Qué artículo regula el proceso de consulta libre, previa e informada para la explotación de recursos naturales?","Artículo 352."
5402,"¿Qué artículo establece la responsabilidad del Estado y la población en la protección y conservación del medio ambiente?","Artículo 342."
5403,"¿Qué artículo menciona que las utilidades por la explotación de recursos naturales deben ser distribuidas y reinvertidas en el país?","Artículo 355."
5404,"¿Qué artículo prohíbe el uso de recursos naturales bolivianos como medio para operaciones financieras de titularización?","Artículo 357."
5405,"¿Qué artículo garantiza el derecho de la población a ser consultada e informada sobre decisiones que afecten al medio ambiente?","Artículo 343."
5406,"¿Qué artículo establece que la explotación de hidrocarburos es una actividad exclusiva del Estado en nombre del pueblo boliviano?","Artículo 359."
5407,"¿Qué artículo establece que el Estado promoverá el desarrollo sustentable del turismo, respetando la riqueza cultural y el medio ambiente?","Artículo 337."
5408,"¿Qué artículo menciona la obligación de cuantificar el valor económico del trabajo del hogar en las cuentas públicas?","Artículo 338."
5409,"¿Qué artículo menciona la prohibición de fabricar y usar armas nucleares en Bolivia?","Artículo 344."
5410,"¿Qué artículo regula la distribución porcentual de los beneficios obtenidos por la industrialización de recursos naturales?","Artículo 355."
